ID,Organelle,Manual_annotation
P99999,Mitochondrion,
Q00013;Q00013-2,,
Q00059;Q00059-2,Mitochondrion,
Q00169,Cytoplasm,
Q00325,Mitochondrion,Pi carrier
Q00341;Q00341-2,,
Q00403,Nucleus,
Q00534,,
Q00535;Q00535-2,,
Q00536-3;Q00536;Q00536-2,Cytoplasm,
Q00537-2;Q00537,,
Q00577,Nucleus,
Q00610-2;Q00610,Cytoplasm,
Q00613-2;Q00613,,
Q00653-4;Q00653,,
Q00688,Nucleus,
Q00765,ER,
Q00796,Mitochondrion,
Q00839,,hnRNP
Q01081;Q01081-4,Nucleus,mRNA splicing
Q01082,Cytoplasm,
Q01082-3,Cytoplasm,
Q01085-2,,
Q01105,,SET
Q01105-2;Q01105-4,,SET
Q01130;Q01130-2,Nucleus,
Q01415,,
Q01433;Q01433-2;Q01433-5,,
Q01469,Cytoplasm,
Q01518,,Actin regulation
Q01518-2,,Actin regulation
Q01581,Cytoplasm,
Q01628,,
Q01650,Cytoplasm,
Q01658,Nucleus,
Q01780;Q01780-2,,Exosome
Q01804,,
Q01813,Cytoplasm,
Q01831;Q01831-2,,
Q01844-6;Q01844-3;Q01844;Q01844-5;Q01844-2,,
Q01968-2;Q01968,,
Q01970;Q01970-2,,
Q01995,Cytoplasm,
Q02040,Nucleus,
Q02127,Mitochondrion,
Q02218;Q02218-2,Mitochondrion,
Q02224;Q02224-3,Cytoplasm,
Q02241,,
Q02252;Q02252-2,Mitochondrion,
Q02338,Mitochondrion,
Q02388-2;Q02388,Secreted,
Q02413,,
Q02447-3,Nucleus,
Q02543,Ribosome,
Q02750;Q02750-2,,
Q02790,,
Q02809;Q02809-2,ER,
Q02818,Secreted,
Q02878,Ribosome,
Q02880-2,,
Q02952;Q02952-3,Cytoplasm,
Q02978;Q02978-2,Mitochondrion,
Q03001,,
Q03154;Q03154-4;Q03154-2;Q03154-3,Cytoplasm,
Q03164-2;Q03164;Q03164-3,Nucleus,
Q03169,,
Q03188;Q03188-2,Nucleus,
Q03252,Nucleus,
Q03426,Cytoplasm,
Q03518,ER,
Q03519;Q03519-2,ER,
Q03701,Nucleus,
Q04206;Q04206-3;Q04206-4,,
Q04323,Cytoplasm,
Q04446,,
Q04637-3;Q04637-6,,
Q04726-4,Nucleus,
Q04760;Q04760-2,,
Q04837,Mitochondrion,
Q04864-2;Q04864,Nucleus,
Q04917,,
Q05048,Nucleus,
Q05086-3;Q05086;Q05086-2,,
Q05209;Q05209-2;Q05209-3,Cytoplasm,
Q05397-7;Q05397;Q05397-5,,
Q05519-2;Q05519,Nucleus,
Q05639,Nucleus,
Q05655;Q05655-2,,
Q05682,Cytoplasm,Actin regulation
Q05682-5,Cytoplasm,Actin regulation
Q05932-3;Q05932-2;Q05932-4;Q05932,Mitochondrion,
Q05D32;Q05D32-2,,
Q05DH4,,
Q06124;Q06124-2;Q06124-3,,
Q06136;Q06136-2,ER,
Q06187;Q06187-2,,
Q06203,,
Q06210-2;Q06210,,
Q06265;Q06265-2,,
Q06323;Q06323-3;Q06323-2,,
Q06330-7;Q06330-4;Q06330-6;Q06330;Q06330-5;Q06330-2,,
Q06481;Q06481-3;Q06481-6;Q06481-2;Q06481-4;Q06481-5,Nucleus,Actin regulation
Q06546,Nucleus,
Q06587;Q06587-2,Nucleus,
Q06787-5,,
Q06830,Cytoplasm,
Q07020;Q07020-2,Ribosome,
Q07021,,
Q07065,ER,
Q07157,,
Q07617,Cytoplasm,
Q07666;Q07666-2;Q07666-3,Nucleus,
Q07812-2;Q07812-8;Q07812;Q07812-5;Q07812-7,Mitochondrion,
Q07817-3;Q07817;Q07817-2,,
Q07864,Nucleus,
Q07866-6;Q07866-7;Q07866-4;Q07866-9,Cytoplasm,
Q07955;Q07955-3;Q07955-2,,mRNA splicing
Q07960,Cytoplasm,
Q08117,Nucleus,
Q08170,Nucleus,
Q08209-2;Q08209;Q08209-3;Q08209-5;Q08209-4,Nucleus,
Q08211,,
Q08257;Q08257-3,Cytoplasm,
Q08378;Q08378-2;Q08378-4,Cytoplasm,
Q08379;Q08379-2,Cytoplasm,
Q08380,Secreted,
Q08499-6;Q08499-9;Q08499-3;Q08499-5;Q08499-8;Q08499-4,Cytoplasm,
Q08554-2;Q08554,,
Q08623;Q08623-3;Q08623-4;Q08623-2,,
Q08722;Q08722-2;Q08722-3;Q08722-4,,
Q08752,,
Q08945,Nucleolus,
Q08AD1-3;Q08AD1;Q08AD1-2,Cytoplasm,
Q08AF3,,
Q08AM6,ER,
Q08J23,,
Q09028-3;Q09028,Nucleus,
Q09161,,
Q09472,,
Q09666,Nucleus,
Q0P6H9,,
Q0PNE2;Q0PNE2-2,,
Q0VDF9,Cytoplasm,
Q0VF96,,
Q0VGL1,,
Q10469,,
Q10471,Secreted,
Q10472,Secreted,
Q10567-2;Q10567,,
Q10567-3;Q10567-4,,
Q10570,Nucleus,
Q10589-2;Q10589,Cytoplasm,
Q10713,Mitochondrion,
Q12765;Q12765-2;Q12765-3,Cytoplasm,
Q12768,ER,
Q12769,Nucleus,Nuclear pore
Q12788,Nucleolus,
Q12789;Q12789-3,Nucleus,
Q12792;Q12792-3;Q12792-4,Cytoplasm,
Q12797;Q12797-10,ER,
Q12800;Q12800-4;Q12800-3;Q12800-2,Nucleus,
Q12802;Q12802-2;Q12802-4,,
Q12824,Nucleus,
Q12830;Q12830-4;Q12830-2,,
Q12834,Cytoplasm,
Q12846;Q12846-2,,
Q12849;Q12849-5,Mitochondrion,
Q12851-2;Q12851,Cytoplasm,
Q12872;Q12872-2,Nucleus,
Q12873;Q12873-3;Q12873-2,,
Q12874,Nucleus,
Q12888;Q12888-2;Q12888-3,Nucleus,
Q12899,,
Q12904;Q12904-2,,
Q12905,,
Q12906-7;Q12906-4;Q12906-6,,
Q12907,ER,
Q12912-2;Q12912,,
Q12913,,
Q12929;Q12929-2,Cytoplasm,
Q12931;Q12931-2,Mitochondrion,
Q12933-3;Q12933;Q12933-4;Q12933-2,Cytoplasm,
Q12955,Cytoplasm,
Q12959-4;Q12959-2;Q12959-5;Q12959-3;Q12959-6;Q12959;Q12959-8,ER,
Q12965,Cytoplasm,
Q12972;Q12972-2,,
Q12974;Q12974-4;Q12974-2;Q12974-3,Cytoplasm,
Q12979;Q12979-4,,
Q12981;Q12981-1;Q12981-2;Q12981-3,,
Q12982;Q12982-2,Cytoplasm,
Q12996,Nucleus,
Q13011,Mitochondrion,
Q13033-2,Cytoplasm,
Q13042-3;Q13042-2;Q13042,Cytoplasm,
Q13043;Q13043-2,,
Q13045,,
Q13049,Cytoplasm,
Q13057-2;Q13057,Mitochondrion,
Q13084,Mitochondrion,
Q13085-4,Cytoplasm,
Q13094,Cytoplasm,
Q13098-5;Q13098;Q13098-7,,
Q13107-2;Q13107,,
Q13111;Q13111-3;Q13111-2,Nucleus,
Q13112,,
Q13123,Nucleus,
Q13126;Q13126-4;Q13126-7,,
Q13131;Q13131-2,,
Q13136;Q13136-2,Cytoplasm,
Q13137-4;Q13137;Q13137-3;Q13137-2,Cytoplasm,
Q13144,,
Q13148,Nucleus,
Q13151,Nucleus,hnRNP
Q13153;Q13153-2,Cytoplasm,
Q13155,,
Q13158,,
Q13162,Secreted,
Q13177,,
Q13185,Nucleus,
Q13188-2;Q13188,,
Q13190;Q13190-2;Q13190-4;Q13190-3,,
Q13200;Q13200-3;Q13200-2,,
Q13206,,
Q13217,ER,
Q13228-4;Q13228;Q13228-2,,
Q13232,,
Q13242,Nucleus,mRNA splicing
Q13243;Q13243-3;Q13243-2,Nucleus,mRNA splicing
Q13247-3;Q13247,Nucleus,mRNA splicing
Q13257,,
Q13263;Q13263-2,Nucleus,
Q13268;Q13268-2,,
Q13283,,
Q13287,Cytoplasm,
Q13303;Q13303-5,Cytoplasm,
Q13310-3;Q13310-2;Q13310,Cytoplasm,
Q13315,Nucleus,
Q13325;Q13325-2,,
Q13330,,
Q13347,Cytoplasm,
Q13356;Q13356-2,Nucleus,
Q13362-4,Nucleus,
Q13363,,
Q13371;Q13371-2,,
Q13393-2;Q13393;Q13393-4,ER,
Q13395,,
Q13404;Q13404-7;Q13404-2;Q13404-6;Q13404-8,Nucleus,
Q13405,Mitochondrion,
Q13409-3;Q13409-6;Q13409-2;Q13409-7;Q13409;Q13409-5,Cytoplasm,
Q13416,Nucleus,
Q13418;Q13418-3;Q13418-2,Cytoplasm,
Q13423,Mitochondrion,
Q13425,Cytoplasm,
Q13426-2;Q13426-3,Nucleus,
Q13427;Q13427-2,Nucleus,
Q13428-3;Q13428-8;Q13428-5,Nucleolus,
Q13435,Nucleus,
Q13439-3;Q13439-4;Q13439,Cytoplasm,
Q13442,,
Q13445,ER,
Q13451;Q13451-2,,
Q13459;Q13459-2,Cytoplasm,Myosins
Q13464,Cytoplasm,Actin regulation
Q13469-3;Q13469-4;Q13469-2;Q13469;Q13469-5,,
Q13485,,
Q13492-2;Q13492-5;Q13492;Q13492-3;Q13492-4,Nucleus,
Q13501;Q13501-2,,
Q13505-3;Q13505,Mitochondrion,
Q13509;Q13509-2,Cytoplasm,
Q13510;Q13510-2;Q13510-3,,
Q13523,Nucleus,
Q13526,,
Q13535;Q13535-2;Q13535-3,Nucleus,
Q13546;Q13546-2,Cytoplasm,
Q13547,Nucleus,
Q13555-3;Q13555-7,,
Q13557-8;Q13557;Q13557-12;Q13557-10;Q13557-6;Q13557-11;Q13557-9;Q13557-5;Q13557-3;Q13557-4,,
Q13561;Q13561-3;Q13561-2,Cytoplasm,
Q13564;Q13564-2;Q13564-4;Q13564-3,,
Q13572;Q13572-2,,
Q13573,Nucleus,
Q13576;Q13576-3;Q13576-2,,Rho GTPase regulation
Q13586;Q13586-2,ER,
Q13588,,
Q13595;Q13595-4;Q13595-3;Q13595-2,Nucleus,
Q13596;Q13596-2;Q13596-3,,
Q13601,,
Q13610,Nucleus,
Q13613,Cytoplasm,
Q13616,,
Q13617;Q13617-2,,
Q13618;Q13618-2;Q13618-3,Nucleus,
Q13619;Q13619-2,,
Q13620-1;Q13620,Nucleus,
Q13630,,
Q13636,,
Q13637,Mitochondrion,
Q13642-1;Q13642-5;Q13642-4;Q13642;Q13642-3,,
Q13685,Cytoplasm,
Q13724;Q13724-2,ER,
Q13740-2;Q13740,Secreted,
Q13769,,TREX
Q13795;Q13795-2;Q13795-3,,
Q13813,Cytoplasm,
Q13813-2,Cytoplasm,
Q13823,Nucleolus,
Q13835-2;Q13835,Nucleus,
Q13838;Q13838-2,,TREX
Q13867,Cytoplasm,
Q13868;Q13868-2;Q13868-3,,Exosome
Q13884;Q13884-2,Cytoplasm,
Q13885,Cytoplasm,
Q13888,Nucleus,
Q13889,Nucleus,
Q13895,,
Q13905-3;Q13905;Q13905-4;Q13905-2,,
Q13907,,
Q13951,Nucleus,
Q13951-2,Nucleus,
Q13952-3;Q13952;Q13952-6;Q13952-7;Q13952-2;Q13952-5;Q13952-4,Nucleus,
Q14004,Nucleus,
Q14005-2;Q14005,,
Q14008;Q14008-2,Cytoplasm,
Q14011;Q14011-2,,
Q14012,,
Q14019,,Actin regulation
Q14061,Mitochondrion,
Q14103-3;Q14103,,hnRNP
Q14108;Q14108-2,,
Q14118,,
Q14119,Nucleus,
Q14126,,
Q14137;Q14137-2,Nucleolus,nucleolar rRNA processing
Q14139;Q14139-2,Cytoplasm,
Q14141-2;Q14141-4;Q14141,Cytoplasm,Actin regulation
Q14145,,
Q14146,Nucleolus,
Q14149,Nucleus,
Q14151,,
Q14152;Q14152-2,Cytoplasm,
Q14155-1;Q14155-5;Q14155-6,Cytoplasm,Rho GTPase regulation
Q14156;Q14156-3,Cytoplasm,
Q14157;Q14157-5;Q14157-3,,
Q14160;Q14160-3;Q14160-2,Cytoplasm,
Q14161;Q14161-5;Q14161-8;Q14161-3;Q14161-4;Q14161-7;Q14161-9;Q14161-6;Q14161-11;Q14161-2,,
Q14165,ER,
Q14166,,
Q14181,Nucleus,
Q14191,Nucleolus,
Q14192,,
Q14195-2,Cytoplasm,
Q14197,Mitochondrion,
Q14202,Nucleus,
Q14203-3;Q14203-4;Q14203-5,,
Q14204,Cytoplasm,
Q14232,,
Q14240;Q14240-2,,
Q14241,Nucleus,
Q14247,Cytoplasm,
Q14249,Mitochondrion,
Q14254,,
Q14257-2;Q14257,ER,
Q14258,Cytoplasm,
Q14289,,
Q14315;Q14315-2,Cytoplasm,
Q14318-2;Q14318-3,Mitochondrion,
Q14320,Nucleus,
Q14331;Q9BZ01,,
Q14344;Q14344-2,,
Q14353,,
Q14376,,
Q14444;Q14444-2,Cytoplasm,
Q14457,,
Q14498-2;Q14498;Q14498-3,Nucleus,
Q14527;Q14527-2,,
Q14534,ER,
Q14554;Q14554-2,ER,
Q14558-2;Q14558,,
Q14562,Nucleus,
Q14566,Nucleus,
Q14571,ER,
Q14573,ER,
Q14643-4;Q14643-8;Q14643-7;Q14643-5;Q14643-2,ER,
Q14644;Q14644-2,,
Q14651,Cytoplasm,
Q14653;Q14653-4,,
Q14657,Nucleus,
Q14669-3;Q14669,Nucleus,
Q14671-2;Q14671-3,Cytoplasm,
Q14676;Q14676-2;Q14676-3,Nucleus,
Q14677-3;Q14677-2,Cytoplasm,
Q14683,Nucleus,
Q14684;Q14684-2,Nucleolus,
Q14690,Nucleolus,nucleolar rRNA processing
Q14691,Nucleus,
Q14692,Nucleolus,
Q14694;Q14694-2,,
Q14696,ER,
Q14697,ER,
Q14697-2,ER,
Q14699,,
Q14728,,
Q14738;Q14738-2;Q14738-3,,
Q14739,Nucleus,
Q14746-2;Q14746,,
Q14764,,
Q14789-2,,
Q14790-4;Q14790-2;Q14790;Q14790-9;Q14790-8;Q14790-7,Cytoplasm,
Q147X3;Q147X3-2,,
Q14807;Q14807-2,,
Q14814-4;Q14814;Q14814-6;Q14814-5;Q14814-3;Q14814-2,Nucleus,
Q14839;Q14839-2,,
Q14847;Q14847-2,Cytoplasm,
Q14914;Q14914-2,Cytoplasm,
Q14919;Q14919-2,Nucleus,
Q14964,,
Q14966;Q14966-3;Q14966-5,Nucleus,
Q14974;Q14974-2,,
Q14978-2;Q14978,,
Q14980,,
Q14980-2,,
Q14997;Q14997-3,,
Q14BN4-2;Q14BN4-3;Q14BN4;Q14BN4-4,Cytoplasm,
Q14C86-2;Q14C86-6;Q14C86-4;Q14C86-5;Q14C86;Q14C86-3,,
Q14CX7;Q14CX7-2,Cytoplasm,
Q15003;Q15003-2,,
Q15004,,
Q15005,ER,
Q15006,,
Q15007;Q15007-2,Nucleus,mRNA splicing
Q15008;Q15008-4;Q15008-3;Q15008-2,,
Q15013;Q15013-3,,
Q15014,Nucleus,
Q15018,,
Q15019;Q15019-2;Q15019-3,Cytoplasm,
Q15020;Q15020-4,,
Q15021,,
Q15022,Nucleus,
Q15024,,Exosome
Q15027,,
Q15029-2;Q15029;Q15029-3,Nucleus,mRNA splicing
Q15031,Mitochondrion,
Q15032-4;Q15032-2;Q15032-3,,
Q15036;Q15036-2,Cytoplasm,
Q15041;Q15041-2;Q15041-3,ER,
Q15042;Q15042-3,Cytoplasm,
Q15046,,
Q15047-3;Q15047,Nucleus,
Q15050,Nucleolus,nucleolar rRNA processing
Q15052;Q15052-2,,
Q15054;Q15054-3,,
Q15056,Cytoplasm,
Q15057,,
Q15058,,
Q15059;Q15059-2,Nucleus,
Q15061,Nucleolus,nucleolar rRNA processing
Q15067-2,,
Q15070,Mitochondrion,
Q15075,Cytoplasm,
Q15084-5;Q15084;Q15084-4;Q15084-2,ER,
Q15102,Cytoplasm,
Q15118;Q15118-2,Mitochondrion,
Q15120;Q15120-2,Mitochondrion,
Q15121;Q15121-2,Cytoplasm,
Q15125,,
Q15126,,
Q15149,Cytoplasm,
Q15149-3,Cytoplasm,
Q15154,Cytoplasm,
Q15165;Q15165-3,,
Q15172;Q15172-2,,
Q15181,Cytoplasm,
Q15185-4;Q15185;Q15185-3,Cytoplasm,
Q15208,,
Q15233;Q15233-2,Nucleolus,mRNA splicing
Q15257,,
Q15269,Nucleolus,
Q15274,,
Q15276;Q15276-2,Cytoplasm,
Q15286;Q15286-2,,
Q15287,,EJC
Q15291;Q15291-2,Nucleus,
Q15293;Q15293-2,ER,
Q15345,,
Q15363,ER,
Q15365,,
Q15366-2,,
Q15366-3,,
Q15369;Q15369-2,Nucleus,
Q15370,Nucleus,
Q15382,ER,
Q15386,Nucleus,
Q15388,Mitochondrion,
Q15392,ER,
Q15393,Nucleus,mRNA splicing
Q15397,Nucleolus,
Q15398;Q15398-1,,
Q15404;Q15404-2,,
Q15417;Q15417-3,,
Q15418-2;Q15418-4;Q15418;Q15418-3,,
Q15424-4;Q15424;Q15424-3;Q15424-2,Nucleus,
Q15427,Nucleus,
Q15428,Nucleus,mRNA splicing
Q15435;Q15435-2;Q15435-3;Q15435-4,Nucleus,
Q15436;Q15436-2,ER,
Q15437,ER,
Q15438-2;Q15438;Q15438-3,Cytoplasm,
Q15459;Q15459-2,Nucleus,
Q15477,,
Q15526;Q15526-2,Mitochondrion,
Q15528-2;Q15528,Nucleus,
Q15554;Q15554-4,Nucleus,
Q15555;Q15555-2,Cytoplasm,
Q15596,Nucleus,
Q15599,Nucleus,
Q15628;Q15628-2,,
Q15629-2;Q15629,ER,
Q15631,,
Q15637-6;Q15637-2;Q15637-3;Q15637;Q15637-7,Nucleus,mRNA splicing
Q15642-2;Q15642-4;Q15642-3,Cytoplasm,
Q15643,Cytoplasm,
Q15645,,
Q15648,Nucleus,
Q15650,,
Q15652;Q15652-3;Q15652-2,Nucleus,
Q15654,,
Q15691,Cytoplasm,
Q15717;Q15717-2,,
Q15738,ER,
Q15746;Q15746-5;Q15746-3;Q15746-2;Q15746-4;Q15746-7;Q15746-9,Cytoplasm,
Q15750;Q15750-2,,
Q15751,Cytoplasm,
Q15758;Q15758-3;Q15758-2,,
Q15771;Q15771-2,Cytoplasm,
Q15773,,
Q15785,Mitochondrion,
Q15796-2;Q15796,,
Q15800,ER,
Q15813;Q15813-2,Cytoplasm,
Q15814,Cytoplasm,
Q15819,,
Q15833;Q15833-2;Q15833-3,,
Q15836,,
Q15843,Nucleus,
Q15904,ER,
Q15907;P62491-2,,
Q15911;Q15911-2,,
Q15942;Q15942-2,,
Q16134,Mitochondrion,
Q16181,Cytoplasm,
Q16186,,
Q16204,Cytoplasm,
Q16222-3;Q16222;Q16222-2,Cytoplasm,
Q16401;Q16401-2,,
Q16512-2,,
Q16513;Q16513-2;Q16513-4,,
Q16531,,
Q16537-2;Q16537,Cytoplasm,
Q16539;Q16539-3;Q16539-5;Q16539-4,,
Q16540,Mitochondrion,
Q16543,Cytoplasm,
Q16555,Cytoplasm,
Q16563-2,,
Q16576;Q16576-2,Nucleus,
Q16594,Nucleus,
Q16595,Mitochondrion,
Q16611;Q16611-2,Mitochondrion,
Q16629-3;Q16629-2;Q16629-4;Q16629,,mRNA splicing
Q16630-2;Q16630;Q16630-3,Nucleus,
Q16637-3;Q16637;Q16637-4;Q16637-2,,
Q16643;Q16643-3;Q16643-2,Cytoplasm,
Q16656;Q16656-4;Q16656-2,Nucleus,
Q16658,Cytoplasm,
Q16666-2;Q16666;Q16666-3,,
Q16698-2;Q16698,Mitochondrion,
Q16706,,
Q16718;Q16718-2,Mitochondrion,complex I
Q16719;Q16719-2,Cytoplasm,
Q16740,Mitochondrion,
Q16762,Mitochondrion,
Q16763,,
Q16773;Q16773-2,Cytoplasm,
Q16774,,
Q16774-2,,
Q16775-2,Mitochondrion,
Q16795,Mitochondrion,complex I
Q16799,ER,
Q16822;Q16822-2,Mitochondrion,
Q16831,,
Q16836;Q16836-3;Q16836-2,Mitochondrion,
Q16850;Q16850-2,ER,
Q16851-2,Cytoplasm,
Q16854;Q16854-2;Q16854-3;Q16854-5,Mitochondrion,
Q16864-2;Q16864,,
Q16878,,
Q16881-4;Q16881-3;Q16881;Q16881-5;Q16881-2,,
Q16891-2,Mitochondrion,
Q1KMD3,Nucleus,hnRNP
Q27J81;Q27J81-2,Cytoplasm,
Q29963,,
Q29RF7;Q29RF7-3,Nucleus,
Q2KHT3,,
Q2M1Z3,,
Q2M2I8;Q2M2I8-2,,
Q2M389,,
Q2NKX8,,
Q2NL82,Nucleolus,
Q2PPJ7;Q2PPJ7-3;Q2PPJ7-2,Cytoplasm,
Q2TAA2;Q2TAA2-2,,
Q2TAA5,ER,
Q2TAL8,,
Q2TAY7,,mRNA splicing
Q2TAZ0;Q2TAZ0-3,,
Q2VPB7,,
Q2VPK5;Q2VPK5-5,Cytoplasm,
Q32MZ4-2;Q32MZ4,,
Q32P28;Q32P28-4,Secreted,
Q32P41,,
Q32P44,Cytoplasm,
Q38SD2,Cytoplasm,
Q3B726,Nucleolus,
Q3KQU3;Q3KQU3-4;Q3KQU3-2,Cytoplasm,
Q3KQV9,,
Q3KRA6,,
Q3LXA3;Q3LXA3-2,,
Q3MHD2;Q3MHD2-2,,
Q3SXM5;Q3SXM5-2,Mitochondrion,
Q3V6T2;Q3V6T2-2;Q3V6T2-3;Q3V6T2-4;Q3V6T2-5,Cytoplasm,
Q3YEC7;Q3YEC7-3;Q3YEC7-4;Q3YEC7-6,,
Q3ZAQ7,ER,
Q3ZCM7,Cytoplasm,
Q3ZCQ8-2;Q3ZCQ8;Q3ZCQ8-3,,
Q3ZCW2,,
Q460N5;Q460N5-4,,
Q49A26;Q49A26-3;Q49A26-2;Q49A26-4,Nucleus,
Q49AR2;Q49AR2-2,,
Q4ADV7;Q4ADV7-3;Q4ADV7-2,Cytoplasm,
Q4G0F5,Cytoplasm,
Q4G0J3,Nucleus,
Q4G0N4;Q4G0N4-2,Mitochondrion,
Q4G148-2;Q4G148,,
Q4G176,Mitochondrion,
Q4KMP7,Cytoplasm,
Q4KMQ2-3;Q4KMQ2;Q4KMQ2-2,,
Q4LE39;Q4LE39-2;Q4LE39-3;Q4LE39-4,,
Q4U2R6,Mitochondrion,
Q4V328;Q4V328-4;Q4V328-2,,
Q4VC31,,
Q52LJ0-2;Q52LJ0,,
Q53EL6-2;Q53EL6,,
Q53ET0,,
Q53F19;Q53F19-2,,
Q53FA7;Q53FA7-2,,
Q53FT3,,
Q53GL7,,
Q53GQ0,ER,
Q53GS7;Q53GS7-2,,
Q53GS9;Q53GS9-3,Nucleus,
Q53H12,Mitochondrion,
Q53H82,Mitochondrion,
Q53H96;Q53H96-2,Cytoplasm,
Q53HC9,,
Q53HL2,,
Q53QZ3,Cytoplasm,
Q53T59,,
Q562E7;Q562E7-4,Mitochondrion,
Q562R1,Cytoplasm,Actins
Q567U6,,
Q56VL3,,
Q58FF6,Cytoplasm,
Q58FF8,Cytoplasm,
Q59GN2;P62891,,
Q5BJD5;Q5BJD5-3;Q5BJD5-2,,
Q5BJF2,,
Q5BJH7-3;Q5BJH7;Q5BJH7-4;Q5BJH7-5;Q5BJH7-6,,
Q5BKU9,,
Q5BKZ1,Nucleus,
Q5C9Z4,Nucleolus,
Q5GLZ8-3;Q5GLZ8-2;Q5GLZ8;Q5GLZ8-6,Cytoplasm,
Q5H9R7-6;Q5H9R7-2;Q5H9R7;Q5H9R7-4;Q5H9R7-5;Q5H9R7-3,,
Q5HYI8,,
Q5HYK3,Mitochondrion,
Q5J8M3;Q5J8M3-2;Q5J8M3-3,,
Q5JPE7;Q5JPE7-2;P69849;Q5JPE7-3,ER,
Q5JPH6;Q5JPH6-2,Mitochondrion,
Q5JRA6,ER,
Q5JRX3;Q5JRX3-2,Mitochondrion,
Q5JS54;Q5JS54-2;Q5JS54-3,,
Q5JSH3;Q5JSH3-2;Q5JSH3-4,Cytoplasm,
Q5JSL3,,Rho GTPase regulation
Q5JTH9;Q5JTH9-3;Q5JTH9-2,Nucleolus,
Q5JTJ3-3;Q5JTJ3,Mitochondrion,
Q5JTV8,Nucleus,
Q5JTV8-3;Q5JTV8-2,Nucleus,
Q5JTZ9,Mitochondrion,
Q5JU85;Q5JU85-2;Q5JU85-3,Cytoplasm,
Q5JVF3;Q5JVF3-2;Q5JVF3-3,,
Q5JWF2,,
Q5K651,Cytoplasm,
Q5M775;Q5M775-4;Q5M775-2;Q5M775-5;Q5M775-3,Nucleus,
Q5MIZ7-2;Q5MIZ7;Q5MIZ7-3,,
Q5PRF9,,
Q5QJE6,Nucleus,
Q5QNW6-2;Q5QNW6;Q93079,Nucleus,
Q5R372-4;Q5R372;Q5R372-3,,
Q5R3I4,,
Q5RI15;Q5RI15-2,Mitochondrion,
Q5RKV6,,
Q5SNT2;Q5SNT2-2,,
Q5SRE5;Q5SRE5-2,Nucleus,Nuclear pore
Q5SSJ5;Q5SSJ5-2;Q5SSJ5-3,Nucleus,
Q5ST30;Q5ST30-4;Q5ST30-3,Mitochondrion,
Q5SW79,Cytoplasm,
Q5SWX8;Q5SWX8-4;Q5SWX8-3;Q5SWX8-2,,
Q5SY16,Nucleolus,nucleolar rRNA processing
Q5T0F9-2;Q5T0F9;Q5T0F9-3,Nucleus,
Q5T160,Mitochondrion,
Q5T1M5;Q5T1M5-2,Cytoplasm,
Q5T1V6;Q5T1V6-2,,
Q5T200;Q5T200-2,Nucleus,
Q5T280,,
Q5T2E6,,
Q5T3I0;Q5T3I0-3,,
Q5T3J3,Nucleus,
Q5T440,Mitochondrion,
Q5T447,Cytoplasm,
Q5T4S7-3;Q5T4S7;Q5T4S7-4;Q5T4S7-2,,
Q5T5P2;Q5T5P2-3;Q5T5P2-7;Q5T5P2-10;Q5T5P2-6;Q5T5P2-8,Cytoplasm,
Q5T5Y3;Q5T5Y3-3;Q5T5Y3-2,Cytoplasm,
Q5T653,Mitochondrion,
Q5T6F2,,
Q5T6V5,,
Q5T749,Cytoplasm,
Q5T8D3,,
Q5T8P6,,
Q5T9A4;Q5T9A4-3,Mitochondrion,
Q5TA45;Q5TA45-3;Q5TA45-2;Q5TA45-4,,
Q5TAQ9,,
Q5TBB1;Q5TBB1-2,Nucleus,
Q5TC12,Mitochondrion,
Q5TDH0;Q5TDH0-3;Q5TDH0-2,,
Q5TEU4,Mitochondrion,
Q5TFE4;Q5TFE4-2,,
Q5TGZ0,Mitochondrion,
Q5THJ4;Q5THJ4-2,,
Q5TZA2;Q5TZA2-2,Cytoplasm,
Q5U5X0,Mitochondrion,
Q5UCC4-2;Q5UCC4,Secreted,
Q5UIP0-2;Q5UIP0,,
Q5VIR6-4;Q5VIR6;Q5VIR6-3,,
Q5VSL9;Q5VSL9-2,Cytoplasm,
Q5VT06,,
Q5VT25-4;Q5VT25-5;Q5VT25;Q5VT25-2;Q5VT25-6;Q5VT25-3,Cytoplasm,
Q5VT52,,
Q5VTL8;Q5VTL8-2,Nucleus,
Q5VTR2,Nucleus,
Q5VU43-3,,
Q5VUA4,Nucleus,
Q5VV42;Q5VV42-2,ER,
Q5VW32;Q5VW32-2,,
Q5VW36,,
Q5VWQ0,Nucleus,
Q5VWZ2;Q5VWZ2-2,Cytoplasm,
Q5VYK3,,
Q5VYS8;Q5VYS8-6;Q5VYS8-4,Cytoplasm,
Q5VZ89;Q5VZ89-6;Q5VZ89-2,Cytoplasm,
Q5VZE5,Cytoplasm,
Q5VZK9;Q5VZK9-2,Cytoplasm,
Q5W0V3;Q5W0V3-2,,
Q5W111;Q5W111-2,,
Q5XKP0,Mitochondrion,
Q5XPI4;Q5XPI4-2,Cytoplasm,
Q5ZPR3;Q5ZPR3-4;Q5ZPR3-3;Q5ZPR3-2,,
Q63HN8-4;Q63HN8,Cytoplasm,
Q641Q2;Q641Q2-2,,
Q643R3,ER,
Q658Y4,,
Q66K14-2;Q66K14,,
Q66K74-2;Q66K74,,
Q66PJ3;Q66PJ3-3;Q66PJ3-2;Q66PJ3-4;Q66PJ3-5,Nucleolus,
Q68CP9;Q68CP9-3,Nucleus,
Q68CQ4,Nucleolus,
